latitude,longitude,elevation
41.075026,-124.14534,68.0
41.074949,-124.145316,68.0
41.074872,-124.145291,68.0
41.0748,-124.145267,67.6
41.074725,-124.145246,67.4
41.074658,-124.145224,67.4
41.074588,-124.145203,67.2
41.074527,-124.14517,67.0
41.074464,-124.145153,66.8
41.074407,-124.145137,66.8
41.074353,-124.145122,66.8
41.0743,-124.145107,66.6
41.074253,-124.14509,66.6
41.074196,-124.145076,66.6
41.074143,-124.145064,66.6
41.074107,-124.145057,66.8
41.07404,-124.145033,66.8
41.073966,-124.14501,67.0
41.073909,-124.144993,67.2
41.073865,-124.144982,67.4
41.07379,-124.144972,67.6
41.073744,-124.144956,67.8
41.073656,-124.144935,68.2
41.073605,-124.14492,68.2
41.073544,-124.144902,68.6
41.07349,-124.144892,68.6
41.073433,-124.144886,68.6
41.073377,-124.144873,68.8
41.073311,-124.144856,69.0
41.073234,-124.144829,69.0
41.073157,-124.144796,69.2
41.07309,-124.144769,69.4
41.073013,-124.144735,69.6
41.072949,-124.144708,69.8
41.072885,-124.144676,70.0
41.072823,-124.144648,70.2
41.072768,-124.144624,70.2
41.072715,-124.1446,70.6
41.072665,-124.14458,70.6
41.072608,-124.144543,71.0
41.07255,-124.144516,71.2
41.072502,-124.144501,71.4
41.072455,-124.144486,71.4
41.072407,-124.14447,71.4
41.07236,-124.144451,71.6
41.072313,-124.144434,71.6
41.072263,-124.144416,72.0
41.072218,-124.1444,72.0
41.072175,-124.144383,72.2
41.072137,-124.144371,72.4
41.072098,-124.144364,72.4
41.072058,-124.144356,72.4
41.072018,-124.144342,72.6
41.071985,-124.144326,72.6
41.071951,-124.144305,72.8
41.07192,-124.144284,72.8
41.071896,-124.144267,73.2
41.071872,-124.144247,74.2
41.071844,-124.144237,75.4
41.071818,-124.14423,75.6
41.071785,-124.144216,74.8
41.071743,-124.144198,74.4
41.071698,-124.144177,73.8
41.071642,-124.144156,73.4
41.071579,-124.144125,73.4
41.071512,-124.144105,73.4
41.071448,-124.14409,73.4
41.071395,-124.144079,73.2
41.071355,-124.144068,73.2
41.071321,-124.144057,73.2
41.071267,-124.144037,73.2
41.07121,-124.144012,73.2
41.071151,-124.143996,73.2
41.071109,-124.143991,73.2
41.071059,-124.143976,73.2
41.071001,-124.143952,73.2
41.070955,-124.143931,73.2
41.0709,-124.143903,73.2
41.070856,-124.143881,73.2
41.070767,-124.143831,73.0
41.070703,-124.14381,73.0
41.070619,-124.143779,73.0
41.070556,-124.143753,72.8
41.070458,-124.143714,72.8
41.070401,-124.143699,72.6
41.070351,-124.143682,72.6
41.070299,-124.143666,72.2
41.070241,-124.143649,72.0
41.070181,-124.14363,71.6
41.070118,-124.143613,71.2
41.070068,-124.143603,71.2
41.070007,-124.143591,70.6
41.06995,-124.14358,70.4
41.06991,-124.143573,69.6
41.069828,-124.143544,69.4
41.069764,-124.14352,69.0
41.069673,-124.143488,68.6
41.069595,-124.143457,68.4
41.069516,-124.143437,68.0
41.069429,-124.143411,67.8
41.069352,-124.143379,67.4
41.069281,-124.143359,67.2
41.069205,-124.143338,66.6
41.069111,-124.143317,66.2
41.069027,-124.143294,66.0
41.068947,-124.143272,65.4
41.068869,-124.143247,65.2
41.068778,-124.1432,64.8
41.068675,-124.143172,64.6
41.068585,-124.14314,64.4
41.068482,-124.14311,64.2
41.068387,-124.143081,64.2
41.068263,-124.143019,64.0
41.068133,-124.142955,64.0
41.068021,-124.142902,64.0
41.067928,-124.14286,63.8
41.067839,-124.142826,63.8
41.067741,-124.142786,63.6
41.067619,-124.142737,63.4
41.067536,-124.142708,63.4
41.067463,-124.142681,63.2
41.0674,-124.142657,63.0
41.067338,-124.142639,62.8
41.067273,-124.142618,62.8
41.067205,-124.142598,62.8
41.067138,-124.142593,62.8
41.067055,-124.142561,62.6
41.066972,-124.142528,62.6
41.066898,-124.142508,62.6
41.066823,-124.14248,62.2
41.066741,-124.142447,62.0
41.066659,-124.142416,61.6
41.066566,-124.142393,61.4
41.066489,-124.142369,61.2
41.066408,-124.142341,60.8
41.066327,-124.142317,60.6
41.066246,-124.142293,60.2
41.066169,-124.142274,60.0
41.066096,-124.142259,59.6
41.066028,-124.142247,59.6
41.065963,-124.142236,59.4
41.065897,-124.142225,59.2
41.065833,-124.14222,59.0
41.065782,-124.142215,58.8
41.065715,-124.142208,58.6
41.065643,-124.142199,58.4
41.065567,-124.142187,58.2
41.065481,-124.142167,58.0
41.065396,-124.142142,57.8
41.065307,-124.142115,57.8
41.065208,-124.142076,57.4
41.065118,-124.142043,57.2
41.065033,-124.142019,56.6
41.06494,-124.141989,56.4
41.064847,-124.141967,56.0
41.064757,-124.141938,55.8
41.064668,-124.141906,55.8
41.064584,-124.14187,55.4
41.0645,-124.141829,55.2
41.064417,-124.141795,54.8
41.064338,-124.141759,54.6
41.064261,-124.141721,54.4
41.064185,-124.141683,54.2
41.064113,-124.141644,54.0
41.064045,-124.141608,53.8
41.063964,-124.141572,53.8
41.063897,-124.141536,53.6
41.063827,-124.141498,53.6
41.063755,-124.14146,53.6
41.063684,-124.14142,53.4
41.063615,-124.141383,53.4
41.063546,-124.141349,53.4
41.063482,-124.141314,53.4
41.063419,-124.141283,53.4
41.063358,-124.141254,53.2
41.063301,-124.141216,53.2
41.063243,-124.141181,53.2
41.06319,-124.141154,53.2
41.06314,-124.14113,53.2
41.063093,-124.141101,53.2
41.063049,-124.141063,53.2
41.063,-124.14102,53.2
41.062947,-124.140976,53.2
41.062893,-124.140929,53.0
41.06282,-124.140877,53.0
41.062757,-124.14083,52.8
41.062704,-124.140794,52.6
41.06265,-124.140751,52.6
41.062595,-124.14071,52.4
41.062543,-124.140671,52.2
41.062493,-124.140629,52.2
41.062443,-124.140586,52.0
41.062397,-124.140546,52.0
41.062349,-124.140507,51.8
41.062297,-124.140464,51.8
41.062254,-124.140423,51.6
41.062207,-124.140378,51.4
41.062159,-124.140335,51.2
41.062108,-124.140291,51.0
41.062059,-124.140245,50.8
41.062012,-124.140193,50.6
41.061968,-124.140143,50.4
41.061927,-124.140098,50.4
41.06189,-124.140061,50.4
41.061853,-124.140037,50.2
41.061812,-124.14003,49.8
41.061769,-124.140044,49.8
41.061735,-124.140079,49.6
41.061713,-124.140129,49.4
41.061697,-124.140183,49.4
41.061682,-124.140235,49.4
41.061662,-124.140281,49.4
41.061639,-124.140321,49.6
41.061612,-124.140354,49.6
41.061578,-124.140374,49.6
41.061542,-124.140379,49.6
41.061505,-124.140374,49.6
41.061468,-124.140367,49.6
41.061433,-124.14036,49.6
41.061399,-124.14035,49.6
41.061366,-124.140343,49.6
41.061333,-124.14034,49.6
41.0613,-124.140336,49.6
41.061268,-124.140334,49.6
41.061237,-124.140342,49.6
41.061212,-124.140362,49.6
41.061197,-124.140389,49.6
41.061188,-124.140423,49.8
41.061182,-124.140456,49.8
41.061179,-124.140488,49.8
41.061177,-124.14052,49.8
41.061174,-124.140549,49.8
41.061169,-124.140575,49.8
41.06116,-124.140596,49.6
41.061153,-124.140617,49.6
41.061149,-124.140637,49.6
41.061145,-124.140654,49.6
41.061144,-124.140664,49.6
41.061144,-124.14067,49.6
41.061077,-124.140617,49.6
41.061077,-124.140616,49.8
41.061126,-124.14052,48.8
41.061131,-124.140502,48.8
41.061137,-124.140482,48.6
41.061144,-124.140462,48.6
41.061149,-124.140443,48.6
41.061152,-124.140424,48.6
41.061152,-124.140405,48.6
41.061151,-124.140388,48.6
41.061151,-124.140371,48.6
41.061155,-124.140355,48.6
41.061162,-124.140341,48.6
41.061168,-124.140327,48.6
41.061171,-124.140314,48.6
41.061175,-124.140298,48.6
41.061179,-124.140282,48.8
41.061183,-124.140262,48.8
41.061187,-124.14024,48.8
41.06119,-124.140214,48.6
41.061194,-124.140189,48.6
41.0612,-124.140163,48.6
41.061205,-124.140136,48.6
41.061208,-124.140107,48.4
41.061214,-124.140078,48.4
41.061221,-124.140049,48.4
41.061234,-124.140021,48.4
41.061246,-124.139996,48.4
41.061255,-124.139967,48.4
41.061261,-124.139936,48.4
41.061268,-124.139903,48.2
41.061277,-124.139869,48.2
41.061287,-124.139833,48.2
41.061297,-124.139798,48.0
41.061314,-124.139765,48.0
41.061335,-124.139732,47.6
41.061355,-124.139696,47.4
41.061373,-124.139661,47.2
41.061389,-124.139628,47.2
41.061406,-124.139594,47.0
41.061421,-124.139557,46.8
41.061427,-124.139516,46.6
41.061423,-124.139473,46.0
41.061411,-124.139434,45.8
41.06139,-124.139395,45.6
41.061361,-124.139358,45.4
41.061328,-124.13932,45.4
41.061291,-124.139282,45.2
41.061253,-124.139247,45.0
41.061211,-124.139219,44.8
41.061168,-124.139185,44.6
41.061121,-124.13914,44.2
41.061069,-124.139087,44.0
41.061018,-124.139039,43.6
41.060957,-124.138989,43.2
41.06089,-124.138942,43.0
41.060824,-124.1389,42.6
41.060761,-124.138864,42.4
41.060705,-124.138826,42.2
41.060654,-124.138786,42.2
41.060586,-124.138749,42.2
41.060523,-124.138709,42.4
41.060469,-124.138684,42.4
41.06043,-124.138659,42.6
41.060393,-124.138645,42.8
41.060333,-124.138624,43.2
41.060275,-124.13859,43.2
41.060221,-124.138557,43.4
41.060141,-124.138512,44.0
41.060141,-124.138512,44.0
41.060114,-124.13849,44.2
41.060082,-124.138483,44.4
41.060042,-124.138489,44.6
41.059999,-124.138444,44.8
41.059961,-124.138401,45.0
41.059936,-124.138374,45.2
41.059912,-124.138337,45.2
41.059884,-124.1383,45.4
41.059857,-124.13827,45.6
41.059828,-124.138239,45.8
41.059799,-124.138203,46.0
41.059763,-124.138173,46.0
41.059732,-124.13815,46.2
41.059709,-124.138125,46.2
41.059695,-124.138097,46.4
41.059686,-124.138066,46.4
41.059689,-124.138039,46.6
41.059683,-124.138013,46.6
41.059677,-124.137993,46.8
41.059667,-124.137964,47.0
41.059654,-124.137942,47.0
41.059603,-124.137914,47.2
41.059584,-124.137892,47.2
41.059536,-124.137854,47.4
41.059511,-124.13782,47.4
41.059495,-124.137792,47.6
41.059485,-124.137787,47.6
41.059476,-124.137775,47.8
41.059469,-124.137747,48.0
41.059463,-124.137716,48.0
41.059447,-124.137667,48.4
41.059436,-124.137629,48.6
41.059366,-124.137583,48.8
41.059324,-124.137561,49.0
41.05928,-124.137529,49.2
41.059252,-124.137509,49.2
41.059221,-124.137483,49.4
41.059174,-124.137464,49.6
41.059157,-124.137424,49.6
41.059111,-124.13737,49.8
41.059061,-124.137344,49.8
41.059017,-124.137313,49.8
41.058974,-124.137298,49.8
41.058922,-124.137272,49.8
41.058867,-124.137234,49.8
41.058802,-124.137234,50.0
41.058766,-124.137178,50.0
41.05874,-124.137126,50.0
41.058712,-124.137091,50.2
41.058689,-124.137056,50.2
41.058664,-124.137047,50.4
41.058641,-124.137034,50.6
41.058614,-124.137031,51.0
41.058589,-124.13703,51.2
41.058565,-124.137029,51.6
41.05855,-124.137036,51.8
41.058531,-124.137039,52.0
41.058513,-124.137048,52.2
41.05848,-124.137052,52.4
41.058453,-124.137067,52.8
41.058436,-124.137085,53.0
41.05842,-124.137109,53.4
41.058402,-124.137129,53.4
41.058386,-124.137145,53.8
41.058375,-124.137159,54.0
41.058357,-124.137169,54.2
41.058337,-124.137178,54.4
41.058323,-124.137191,54.6
41.05831,-124.137203,54.8
41.058297,-124.137216,54.8
41.058281,-124.137232,55.0
41.058264,-124.137249,55.2
41.058249,-124.13727,55.2
41.058238,-124.137285,55.6
41.058221,-124.137297,55.6
41.058201,-124.137311,56.0
41.058176,-124.137323,56.0
41.058152,-124.137338,56.2
41.058129,-124.137355,56.4
41.058107,-124.137374,56.6
41.058085,-124.137393,56.8
41.058063,-124.137406,56.8
41.058043,-124.137419,57.0
41.058018,-124.137438,57.0
41.057989,-124.137457,57.2
41.057963,-124.137474,57.4
41.057936,-124.137486,57.4
41.057905,-124.137498,57.4
41.057879,-124.137504,57.6
41.057852,-124.137512,57.6
41.057823,-124.13752,57.6
41.057792,-124.137522,57.8
41.057759,-124.137522,57.8
41.057724,-124.137519,57.8
41.057687,-124.137517,57.8
41.057646,-124.137511,57.8
41.057603,-124.137505,57.8
41.057557,-124.137493,57.6
41.057508,-124.137476,57.4
41.057463,-124.137455,57.2
41.05742,-124.137428,57.0
41.057372,-124.137401,56.8
41.057325,-124.137375,56.6
41.057286,-124.137346,56.2
41.057243,-124.137308,56.0
41.057192,-124.137249,55.8
41.057137,-124.137187,55.4
41.057084,-124.137101,55.0
41.057038,-124.137004,54.6
41.057,-124.136901,54.2
41.05697,-124.136796,53.6
41.056939,-124.136684,53.4
41.05691,-124.136565,52.6
41.056895,-124.13645,51.8
41.056877,-124.136339,51.6
41.05686,-124.136228,50.8
41.056848,-124.136113,50.4
41.056835,-124.135998,49.8
41.056819,-124.13589,49.4
41.056795,-124.135804,48.6
41.056757,-124.13571,48.2
41.056714,-124.135606,48.0
41.056656,-124.135512,47.4
41.05659,-124.135425,47.0
41.056514,-124.135338,46.2
41.05645,-124.135244,46.0
41.056395,-124.135144,45.4
41.05637,-124.135035,44.6
41.05636,-124.134918,44.4
41.056362,-124.134789,43.6
41.056373,-124.134649,43.4
41.056383,-124.134505,42.6
41.056394,-124.134362,42.2
41.056406,-124.134221,41.2
41.056417,-124.13409,40.2
41.056426,-124.133971,39.8
41.056422,-124.133852,39.0
41.056403,-124.133733,38.8
41.05636,-124.133622,38.0
41.056291,-124.133516,37.6
41.056235,-124.133445,37.2
41.056164,-124.133399,36.8
41.056084,-124.133385,36.8
41.055999,-124.133382,36.8
41.055932,-124.133379,37.0
41.055869,-124.133392,37.0
41.055812,-124.133394,37.2
41.055753,-124.133389,37.4
41.055708,-124.133376,37.4
41.055669,-124.133365,37.6
41.055639,-124.133349,37.8
41.055614,-124.133329,37.8
41.055577,-124.133312,38.0
41.055546,-124.133288,38.2
41.055508,-124.133265,38.4
41.055476,-124.133248,38.8
41.055443,-124.133237,39.0
41.055422,-124.133224,39.4
41.055402,-124.133207,39.6
41.055374,-124.133186,39.8
41.055354,-124.133169,40.0
41.055318,-124.133148,40.2
41.055282,-124.133131,40.4
41.055238,-124.133108,40.6
41.055153,-124.133034,40.8
41.055141,-124.133005,40.8
41.055129,-124.132976,41.0
41.0551,-124.132926,41.0
41.055078,-124.132865,41.2
41.055056,-124.132799,41.6
41.055033,-124.132734,41.6
41.055015,-124.132673,42.0
41.054999,-124.132612,42.0
41.054986,-124.132552,42.2
41.054973,-124.132493,42.2
41.05496,-124.132434,42.2
41.054951,-124.132376,42.4
41.054936,-124.132319,42.4
41.054921,-124.132266,42.6
41.054904,-124.132221,42.8
41.054887,-124.132178,43.0
41.054865,-124.132139,43.4
41.054844,-124.132102,43.6
41.054823,-124.132064,43.8
41.0548,-124.132036,44.0
41.054783,-124.132003,44.2
41.054764,-124.131968,44.4
41.054741,-124.131937,44.4
41.054716,-124.131911,44.6
41.05469,-124.131886,44.8
41.054665,-124.131859,44.8
41.054638,-124.131838,44.8
41.054612,-124.131811,44.8
41.054584,-124.131783,44.8
41.054552,-124.131765,45.0
41.05452,-124.131744,45.2
41.054494,-124.131719,45.2
41.05447,-124.131697,45.6
41.05445,-124.13168,45.6
41.054426,-124.131665,45.8
41.054401,-124.131645,46.0
41.054379,-124.131623,46.2
41.054362,-124.131597,46.6
41.054343,-124.131576,46.8
41.054322,-124.131557,47.0
41.054304,-124.131542,47.0
41.054284,-124.131528,47.2
41.05426,-124.131511,47.2
41.054231,-124.131492,47.4
41.054203,-124.131471,47.8
41.054177,-124.131452,47.8
41.054149,-124.131431,48.2
41.05412,-124.131412,48.2
41.054093,-124.131391,48.4
41.054067,-124.13137,48.4
41.054042,-124.13135,48.4
41.054018,-124.131326,48.4
41.053997,-124.131295,48.4
41.053977,-124.131268,48.4
41.053955,-124.131246,48.6
41.053929,-124.131221,48.6
41.053905,-124.13119,48.6
41.053885,-124.131152,48.6
41.053868,-124.131112,48.6
41.053857,-124.131062,48.6
41.053839,-124.131028,48.6
41.053823,-124.130982,48.6
41.05381,-124.130932,48.6
41.053801,-124.130879,48.8
41.053793,-124.130824,48.8
41.053787,-124.130768,48.6
41.053777,-124.130717,48.6
41.053769,-124.130664,48.6
41.053758,-124.130606,48.6
41.053741,-124.13055,48.6
41.053721,-124.130494,48.4
41.053697,-124.130444,48.4
41.053667,-124.130395,48.2
41.053636,-124.130347,48.2
41.053603,-124.130302,48.0
41.053569,-124.130258,48.0
41.053531,-124.13022,48.0
41.053493,-124.13018,48.0
41.05345,-124.130148,47.8
41.053407,-124.130122,47.8
41.05335,-124.130108,47.6
41.05329,-124.130097,47.6
41.053238,-124.130087,47.6
41.053189,-124.130079,47.6
41.053143,-124.130076,47.6
41.053101,-124.130079,47.4
41.053064,-124.130078,47.4
41.053033,-124.130068,47.4
41.053005,-124.130055,47.6
41.052979,-124.130034,48.0
41.052948,-124.130016,48.2
41.052918,-124.129995,48.4
41.052877,-124.129972,48.6
41.052828,-124.129948,48.6
41.052772,-124.129923,48.8
41.052721,-124.129894,48.8
41.052674,-124.129861,48.8
41.052629,-124.129827,48.8
41.052587,-124.129792,49.0
41.052547,-124.129759,49.0
41.052512,-124.129725,49.0
41.052478,-124.129688,49.0
41.052449,-124.129651,49.2
41.052427,-124.129604,49.2
41.052404,-124.129553,49.4
41.052392,-124.129508,49.4
41.052369,-124.129457,49.4
41.052344,-124.129404,49.4
41.052321,-124.12935,49.4
41.052302,-124.129302,49.4
41.052288,-124.129247,49.2
41.052275,-124.12919,49.0
41.052262,-124.12913,48.8
41.052258,-124.129072,48.8
41.052254,-124.129015,48.6
41.052251,-124.128958,48.2
41.052247,-124.128901,48.0
41.052241,-124.128843,47.8
41.052234,-124.128783,47.6
41.052226,-124.128729,47.4
41.052219,-124.128675,47.2
41.052211,-124.128617,47.2
41.052199,-124.128554,46.6
41.052182,-124.12849,46.4
41.052158,-124.128422,46.0
41.05213,-124.128357,45.8
41.052097,-124.128297,45.6
41.052062,-124.128236,45.4
41.052027,-124.128175,45.2
41.051985,-124.128114,45.0
41.051945,-124.128052,44.8
41.051914,-124.127985,44.8
41.051876,-124.127924,44.6
41.051828,-124.127862,44.4
41.051773,-124.127812,44.2
41.051716,-124.127757,43.8
41.05166,-124.127695,43.6
41.0516,-124.127634,43.4
41.051547,-124.127573,42.8
41.051504,-124.127517,42.6
41.05147,-124.12747,42.4
41.051441,-124.127425,42.2
41.051412,-124.127385,42.0
41.051382,-124.127345,41.8
41.05135,-124.127306,41.6
41.05132,-124.127267,41.6
41.05129,-124.127226,41.6
41.051257,-124.127198,41.6
41.051229,-124.12716,41.6
41.051204,-124.127123,41.6
41.051179,-124.127085,41.6
41.051157,-124.127049,41.6
41.051139,-124.127017,41.8
41.051116,-124.126984,41.8
41.051098,-124.126948,41.8
41.051082,-124.12691,41.8
41.051065,-124.126872,41.8
41.051047,-124.126836,41.8
41.051028,-124.126801,41.8
41.051011,-124.126761,41.6
41.050991,-124.126727,41.6
41.050971,-124.126692,41.6
41.050954,-124.126658,41.6
41.05094,-124.126626,41.6
41.05093,-124.126586,41.6
41.050919,-124.126545,41.6
41.050905,-124.126508,41.6
41.050891,-124.12647,41.6
41.050874,-124.126427,41.6
41.050858,-124.12639,41.4
41.050839,-124.126359,41.4
41.050821,-124.126329,41.4
41.050804,-124.126302,41.4
41.050784,-124.126279,41.6
41.050761,-124.126261,41.6
41.050731,-124.126247,41.6
41.050699,-124.126237,41.8
41.050669,-124.126219,41.8
41.050636,-124.126199,41.8
41.050601,-124.126182,41.8
41.050569,-124.126171,42.0
41.050531,-124.12616,41.8
41.050491,-124.126149,42.0
41.050457,-124.126141,41.8
41.050421,-124.126137,41.8
41.050384,-124.126135,41.8
41.050347,-124.126139,41.8
41.050312,-124.126137,41.8
41.050277,-124.126136,41.8
41.050244,-124.126135,41.8
41.050212,-124.126133,42.0
41.05018,-124.126129,42.2
41.050143,-124.126141,42.4
41.050105,-124.126143,42.6
41.050069,-124.126128,42.8
41.050037,-124.126101,43.0
41.050005,-124.126068,43.2
41.049969,-124.126034,43.4
41.049937,-124.125988,43.4
41.049907,-124.125934,43.6
41.049877,-124.125886,43.8
41.049846,-124.125838,43.8
41.04982,-124.125788,44.0
41.0498,-124.125732,44.0
41.049787,-124.125674,44.4
41.049774,-124.125622,44.4
41.049766,-124.125565,44.6
41.049756,-124.125512,44.8
41.049748,-124.125458,44.8
41.049741,-124.125408,45.0
41.049731,-124.125356,45.0
41.049714,-124.125303,45.0
41.049691,-124.125253,45.0
41.049668,-124.125205,45.0
41.049646,-124.125159,45.0
41.049624,-124.125119,45.0
41.049606,-124.125081,45.0
41.049586,-124.125039,45.0
41.049563,-124.124996,45.0
41.049539,-124.124957,45.0
41.049516,-124.124921,45.0
41.049496,-124.124886,45.0
41.049477,-124.124855,45.2
41.049456,-124.124826,45.2
41.049439,-124.124798,45.2
41.04942,-124.124773,45.2
41.049395,-124.124747,45.2
41.049373,-124.124717,45.2
41.04935,-124.124689,45.2
41.049329,-124.124664,45.0
41.049306,-124.124641,45.0
41.04928,-124.124622,45.0
41.049253,-124.124609,44.8
41.049221,-124.124596,44.8
41.049187,-124.124584,44.6
41.049154,-124.124566,44.6
41.04912,-124.124544,44.6
41.04908,-124.124519,44.4
41.049035,-124.124492,44.2
41.048989,-124.124464,44.0
41.048948,-124.124431,43.8
41.048914,-124.12439,43.8
41.048878,-124.124359,43.6
41.048833,-124.124326,43.4
41.048781,-124.124293,43.2
41.048726,-124.124256,42.6
41.048667,-124.12422,42.4
41.048606,-124.124179,42.0
41.048546,-124.124131,41.8
41.048487,-124.12408,41.2
41.048427,-124.124025,41.0
41.048365,-124.123977,40.4
41.048305,-124.123927,39.8
41.048244,-124.123873,39.6
41.04818,-124.123828,39.2
41.048115,-124.123788,39.2
41.048046,-124.123753,38.6
41.047974,-124.123721,38.4
41.047899,-124.123694,37.6
41.047826,-124.123672,37.0
41.047753,-124.123651,36.8
41.047686,-124.123634,36.2
41.047629,-124.123622,36.2
41.047586,-124.123612,35.8
41.047541,-124.123604,35.8
41.047495,-124.12359,35.8
41.047453,-124.123571,35.6
41.047411,-124.123552,35.6
41.047372,-124.12352,35.6
41.047328,-124.123488,35.6
41.047284,-124.123447,35.6
41.047236,-124.123421,35.4
41.047189,-124.123394,35.4
41.047141,-124.12337,35.4
41.047092,-124.123348,35.4
41.047044,-124.123326,35.4
41.046994,-124.1233,35.4
41.046944,-124.123274,35.4
41.046895,-124.123247,35.2
41.046841,-124.123228,35.2
41.046788,-124.123213,35.0
41.046743,-124.123195,35.0
41.046695,-124.123188,34.8
41.046641,-124.123191,34.6
41.046591,-124.123191,34.4
41.046537,-124.123197,34.2
41.046478,-124.123204,34.2
41.04642,-124.123221,34.2
41.046366,-124.123242,34.0
41.046316,-124.123267,34.0
41.046271,-124.123288,34.0
41.046225,-124.123313,33.8
41.04618,-124.123342,33.8
41.04614,-124.123368,33.8
41.046109,-124.123391,33.8
41.046076,-124.123411,33.8
41.04604,-124.12343,33.8
41.046007,-124.123444,33.8
41.045977,-124.123451,33.8
41.045941,-124.123456,33.8
41.045909,-124.123451,33.8
41.045882,-124.123437,33.8
41.045855,-124.123424,33.8
41.045829,-124.123413,33.8
41.045808,-124.123397,33.8
41.045788,-124.123381,33.8
41.045765,-124.12336,33.6
41.045742,-124.123342,33.6
41.045721,-124.12332,33.6
41.045702,-124.123298,33.6
41.045681,-124.123278,33.6
41.045663,-124.123255,33.6
41.045646,-124.123228,33.4
41.045631,-124.123199,33.4
41.045618,-124.123159,33.4
41.045602,-124.123119,33.4
41.045587,-124.123082,33.6
41.045573,-124.123051,33.6
41.045555,-124.123024,33.6
41.045543,-124.122998,33.6
41.04553,-124.122973,33.6
41.045516,-124.122948,33.4
41.045503,-124.122921,33.4
41.045488,-124.122895,33.2
41.04547,-124.122872,33.2
41.045452,-124.122849,33.2
41.045434,-124.122833,33.2
41.045415,-124.122818,33.2
41.045398,-124.122802,33.0
41.045377,-124.122787,33.0
41.045354,-124.122776,33.0
41.045333,-124.122761,32.8
41.045317,-124.122737,32.8
41.045299,-124.122719,32.6
41.045279,-124.122702,32.4
41.045257,-124.122683,32.4
41.045232,-124.122664,32.2
41.045207,-124.122642,32.0
41.045179,-124.122624,32.0
41.04515,-124.122605,31.8
41.045118,-124.122587,31.8
41.045088,-124.122574,31.6
41.045059,-124.122564,31.4
41.045029,-124.12255,31.2
41.045004,-124.122533,31.2
41.044972,-124.122518,31.0
41.044944,-124.1225,31.0
41.044918,-124.122483,30.8
41.044888,-124.122456,30.6
41.044855,-124.122428,30.4
41.044821,-124.122391,30.2
41.04479,-124.122355,30.0
41.044766,-124.122307,30.0
41.044745,-124.122261,30.0
41.044728,-124.122211,30.0
41.044711,-124.122172,30.0
41.044699,-124.122143,30.0
41.044686,-124.122111,30.0
41.044675,-124.122081,30.0
41.044663,-124.122054,30.0
41.044656,-124.122025,30.0
41.044643,-124.121992,30.0
41.044629,-124.121967,30.0
41.044616,-124.121931,30.0
41.0446,-124.121895,30.0
41.044581,-124.12187,30.2
41.044569,-124.12185,30.4
41.044561,-124.121832,30.4
41.044554,-124.121824,30.4
41.044553,-124.121818,30.4
41.044428,-124.121576,30.0
41.044413,-124.121562,30.0
41.044399,-124.121545,30.0
41.044387,-124.121524,30.0
41.044376,-124.121503,30.0
41.044367,-124.121484,30.0
41.044354,-124.121461,30.0
41.044336,-124.121434,30.0
41.044315,-124.121405,29.8
41.044296,-124.121376,29.8
41.044276,-124.12135,29.6
41.044263,-124.121325,29.6
41.044244,-124.121299,29.4
41.044223,-124.12127,29.4
41.044198,-124.121246,29.2
41.044173,-124.121227,29.2
41.044148,-124.121207,29.2
41.044129,-124.121188,29.2
41.044111,-124.121167,29.2
41.044091,-124.121143,29.2
41.044073,-124.121121,29.0
41.044054,-124.121094,28.8
41.044026,-124.121068,28.6
41.044001,-124.121042,28.4
41.043977,-124.121016,28.0
41.043955,-124.120996,28.0
41.043934,-124.120989,27.8
41.04392,-124.120987,27.6
41.043913,-124.120986,27.4
41.043913,-124.120982,27.0
41.043863,-124.120905,26.6
41.043846,-124.120887,26.6
41.043831,-124.120863,26.6
41.043815,-124.120836,26.6
41.043798,-124.120812,26.4
41.04378,-124.120791,26.4
41.043763,-124.120766,26.2
41.043745,-124.120744,26.2
41.043727,-124.120721,26.0
41.043709,-124.120696,25.8
41.04369,-124.120669,25.8
41.04367,-124.12064,25.8
41.043648,-124.120614,25.8
41.043626,-124.120586,25.8
41.043602,-124.120562,25.8
41.043577,-124.120535,25.8
41.043552,-124.120514,25.8
41.04353,-124.120491,25.8
41.043507,-124.120468,25.6
41.043484,-124.120447,25.4
41.043457,-124.12043,25.4
41.043425,-124.120418,25.4
41.043387,-124.120408,25.4
41.043344,-124.120404,25.2
41.043305,-124.120385,25.2
41.043265,-124.120365,25.2
41.043227,-124.12034,25.0
41.043191,-124.120317,25.0
41.043158,-124.120294,24.8
41.043126,-124.120278,24.6
41.043095,-124.120262,24.4
41.04306,-124.120245,24.2
41.043022,-124.120228,24.0
41.042982,-124.12021,23.6
41.042942,-124.120188,23.4
41.0429,-124.120163,23.4
41.042861,-124.120135,23.4
41.042824,-124.120105,23.2
41.042786,-124.120075,23.2
41.042747,-124.120038,23.0
41.042711,-124.12,23.0
41.042678,-124.119955,22.8
41.042652,-124.119896,22.8
41.042625,-124.119839,22.8
41.042597,-124.119784,22.6
41.042566,-124.119725,22.6
41.042539,-124.119654,22.4
41.042512,-124.119576,22.2
41.042489,-124.119496,22.2
41.042472,-124.119417,22.0
41.042453,-124.119345,21.4
41.042436,-124.119277,21.2
41.042418,-124.119211,21.0
41.042396,-124.119144,20.8
41.042369,-124.119074,20.6
41.042331,-124.119013,20.2
41.042285,-124.118963,20.0
41.042235,-124.118916,19.6
