latitude,longitude,elevation
41.229879,-124.083977,2.4
41.229804,-124.084,2.4
41.229729,-124.084026,2.2
41.229654,-124.084052,1.8
41.229582,-124.084077,1.6
41.229506,-124.084107,1.6
41.22943,-124.084137,1.6
41.229357,-124.084166,1.6
41.229283,-124.084198,1.6
41.229208,-124.084232,1.6
41.229137,-124.084263,1.6
41.229065,-124.084298,1.4
41.228995,-124.08433,1.4
41.228926,-124.084361,1.4
41.228855,-124.084397,1.4
41.228782,-124.084439,1.4
41.228708,-124.084482,1.4
41.228639,-124.084529,1.2
41.228572,-124.08458,1.0
41.228512,-124.084632,1.0
41.228446,-124.084681,0.8
41.228378,-124.084719,0.8
41.228309,-124.084759,0.6
41.228241,-124.084799,0.6
41.22817,-124.084843,0.6
41.2281,-124.084887,0.4
41.228027,-124.084933,0.4
41.227957,-124.084984,0.2
41.227888,-124.085032,0.2
41.227821,-124.085084,0.0
41.227753,-124.085132,-0.2
41.227686,-124.08518,-0.2
41.227618,-124.085227,-0.2
41.227551,-124.085281,0.0
41.227489,-124.085328,0.0
41.227427,-124.08538,0.2
41.227366,-124.085434,0.2
41.227309,-124.085487,0.6
41.227252,-124.085543,0.8
41.227198,-124.085602,1.0
41.227144,-124.085662,1.2
41.227093,-124.085723,1.6
41.227041,-124.085785,1.8
41.226991,-124.085847,2.0
41.226943,-124.085909,2.2
41.226897,-124.085974,2.2
41.226855,-124.086039,2.4
41.226815,-124.086105,2.4
41.226776,-124.086171,2.6
41.226738,-124.086238,2.8
41.226703,-124.086306,3.0
41.226668,-124.086373,3.2
41.226634,-124.086441,3.2
41.2266,-124.086509,3.4
41.226567,-124.086576,3.4
41.226533,-124.086643,3.6
41.2265,-124.086708,3.8
41.226468,-124.086774,3.8
41.226435,-124.086841,4.0
41.226403,-124.086907,4.0
41.22637,-124.086974,4.2
41.226338,-124.08704,4.4
41.226305,-124.087107,4.6
41.226271,-124.087175,4.8
41.226238,-124.087244,4.8
41.226204,-124.087312,5.0
41.226169,-124.087382,5.0
41.226134,-124.087451,5.0
41.226099,-124.087521,5.0
41.226064,-124.087592,5.0
41.226029,-124.087662,5.0
41.225994,-124.087735,5.0
41.225961,-124.087807,5.2
41.225927,-124.08788,5.2
41.225893,-124.087953,5.2
41.225858,-124.088024,5.2
41.225822,-124.088096,5.2
41.225787,-124.088167,5.2
41.225751,-124.088239,5.2
41.225715,-124.088309,5.2
41.225678,-124.08838,5.2
41.225641,-124.088452,5.0
41.225603,-124.088523,5.0
41.225566,-124.088595,5.0
41.225528,-124.088668,5.0
41.22549,-124.088741,5.0
41.225452,-124.088815,5.0
41.225415,-124.088889,5.0
41.225377,-124.088963,5.0
41.22534,-124.089037,5.0
41.225303,-124.089112,5.0
41.225267,-124.089186,5.0
41.22523,-124.089258,5.0
41.225193,-124.089331,5.0
41.225155,-124.089406,5.0
41.225117,-124.089483,5.0
41.225079,-124.089558,5.0
41.225041,-124.089633,4.8
41.225003,-124.08971,4.8
41.224965,-124.089786,4.8
41.224927,-124.089866,4.8
41.224888,-124.089944,4.8
41.224851,-124.090021,5.0
41.224815,-124.090099,5.0
41.224781,-124.090176,5.0
41.224747,-124.090254,5.2
41.224712,-124.090328,5.0
41.22468,-124.090403,5.0
41.224645,-124.090479,5.2
41.224605,-124.090552,5.2
41.224566,-124.090627,5.2
41.224527,-124.090705,5.2
41.22449,-124.090783,5.2
41.224453,-124.090859,5.2
41.224415,-124.090934,5.2
41.224378,-124.091009,5.2
41.224344,-124.091085,5.2
41.224309,-124.09116,5.2
41.224274,-124.091233,5.4
41.22424,-124.091306,5.4
41.224205,-124.09138,5.4
41.22417,-124.091454,5.4
41.224135,-124.091529,5.4
41.2241,-124.091603,5.4
41.224066,-124.091678,5.4
41.224029,-124.09175,5.4
41.223992,-124.091824,5.6
41.223958,-124.091898,5.6
41.223924,-124.091973,5.6
41.22389,-124.092047,5.6
41.223855,-124.092121,5.6
41.223822,-124.092195,5.6
41.223785,-124.092266,5.6
41.223748,-124.092337,5.6
41.223713,-124.092411,5.6
41.223679,-124.092484,5.8
41.223644,-124.092558,5.8
41.22361,-124.092632,5.8
41.223575,-124.092705,6.0
41.22354,-124.092779,6.0
41.223505,-124.092854,6.0
41.223472,-124.092929,6.2
41.223438,-124.093003,6.2
41.223405,-124.093075,6.2
41.223371,-124.093146,6.0
41.223337,-124.093214,5.6
41.223303,-124.093281,5.4
41.223271,-124.093347,5.4
41.22324,-124.093411,5.6
41.223208,-124.093473,5.6
41.223176,-124.093533,5.6
41.223145,-124.093592,5.6
41.223115,-124.09365,6.2
41.223081,-124.093706,6.4
41.22305,-124.093759,7.0
41.223016,-124.093815,7.4
41.222984,-124.093869,7.4
41.222953,-124.093922,7.6
41.222922,-124.093973,7.6
41.222888,-124.094023,7.8
41.222853,-124.094072,7.8
41.222818,-124.09412,8.0
41.222783,-124.09417,8.2
41.222748,-124.09422,8.4
41.222711,-124.094269,8.8
41.222676,-124.094319,8.8
41.22264,-124.094369,9.0
41.222605,-124.094418,9.4
41.222568,-124.094466,9.6
41.222532,-124.094512,10.0
41.222496,-124.094557,10.0
41.222462,-124.094601,10.2
41.22243,-124.094644,10.4
41.222401,-124.094687,10.6
41.222371,-124.094726,11.0
41.22234,-124.094766,11.0
41.222311,-124.094803,11.4
41.222284,-124.094839,11.6
41.222258,-124.094873,12.0
41.222234,-124.094907,12.2
41.222208,-124.094942,12.2
41.222181,-124.094977,12.6
41.222154,-124.095011,12.6
41.222127,-124.095046,13.0
41.222102,-124.09508,13.2
41.222075,-124.095114,13.6
41.222048,-124.095147,14.0
41.222022,-124.095178,14.0
41.221998,-124.095209,14.4
41.221976,-124.095239,14.6
41.221954,-124.095273,14.8
41.22193,-124.095305,15.0
41.221903,-124.095333,15.4
41.221877,-124.095364,15.8
41.221849,-124.095396,16.0
41.221822,-124.09543,16.2
41.221795,-124.095459,16.4
41.221768,-124.095492,16.6
41.221741,-124.095524,16.8
41.221714,-124.095554,17.0
41.221688,-124.095585,17.2
41.221661,-124.095615,17.2
41.221636,-124.095645,17.6
41.221611,-124.095678,17.8
41.221587,-124.095709,18.2
41.221564,-124.095746,18.4
41.221539,-124.095781,18.8
41.221515,-124.095815,19.0
41.221491,-124.095846,19.0
41.221466,-124.095878,19.4
41.221442,-124.095911,19.4
41.221415,-124.09594,19.8
41.221393,-124.095979,20.2
41.221369,-124.096014,20.4
41.221344,-124.096046,20.6
41.221318,-124.096079,20.8
41.221291,-124.096115,21.0
41.221265,-124.096154,21.0
41.221243,-124.096187,21.4
41.22122,-124.096221,21.8
41.221197,-124.096254,21.8
41.221174,-124.096283,22.2
41.221151,-124.096315,22.2
41.22113,-124.096345,22.4
41.221107,-124.096375,22.6
41.221084,-124.096404,23.0
41.221063,-124.096435,23.4
41.221043,-124.096465,23.4
41.221023,-124.096495,23.6
41.221007,-124.096523,23.6
41.220988,-124.096555,23.6
41.220968,-124.096582,23.8
41.220949,-124.096609,24.2
41.220931,-124.096636,24.4
41.220916,-124.096669,24.4
41.2209,-124.096701,24.6
41.220883,-124.096736,24.6
41.220866,-124.096768,24.8
41.220847,-124.096797,25.0
41.220827,-124.096831,25.2
41.220808,-124.096861,25.6
41.220791,-124.09689,25.6
41.220776,-124.096919,26.0
41.220761,-124.096949,26.0
41.220745,-124.096978,26.2
41.220727,-124.097008,26.4
41.220708,-124.097038,26.6
41.220691,-124.097069,26.8
41.220677,-124.097105,27.0
41.220664,-124.097138,27.4
41.220653,-124.097169,27.4
41.220641,-124.097197,27.8
41.220629,-124.097224,28.0
41.220616,-124.097251,28.0
41.220603,-124.097282,28.0
41.220587,-124.097314,28.2
41.22057,-124.097347,28.2
41.220553,-124.097381,28.2
41.220539,-124.097413,28.4
41.220525,-124.097444,28.8
41.22051,-124.097474,29.0
41.220494,-124.097506,29.2
41.220478,-124.09754,29.2
41.220461,-124.097576,29.4
41.220443,-124.097613,29.6
41.220428,-124.09765,29.6
41.220411,-124.097687,29.8
41.220396,-124.097724,30.0
41.220379,-124.09776,30.4
41.220361,-124.097798,30.4
41.220342,-124.097835,30.8
41.220324,-124.097872,30.8
41.220305,-124.097908,31.0
41.220286,-124.097944,31.2
41.220269,-124.097978,31.4
41.22025,-124.098014,31.8
41.220234,-124.09805,32.0
41.220219,-124.098087,32.4
41.220203,-124.098122,32.6
41.220185,-124.098156,32.8
41.220169,-124.09819,33.0
41.220155,-124.098224,33.2
41.220142,-124.09826,33.4
41.220129,-124.098296,33.6
41.220115,-124.098334,34.0
41.2201,-124.098372,34.0
41.220086,-124.098408,34.4
41.220071,-124.098444,34.4
41.22006,-124.098478,34.6
41.22005,-124.098512,34.8
41.22004,-124.098548,34.8
41.220027,-124.098585,35.0
41.220012,-124.098621,35.4
41.219995,-124.098654,35.4
41.219981,-124.098688,35.6
41.219966,-124.098723,35.8
41.219951,-124.098759,36.0
41.219937,-124.098795,36.2
41.219925,-124.098829,36.4
41.219911,-124.098862,36.6
41.219897,-124.098897,36.6
41.219881,-124.098933,37.0
41.219865,-124.098968,37.2
41.219849,-124.099003,37.6
41.219837,-124.099039,37.6
41.219826,-124.099075,37.8
41.219819,-124.099109,38.0
41.21981,-124.099146,38.0
41.219794,-124.099184,38.2
41.219779,-124.099222,38.4
41.219766,-124.099259,38.6
41.219754,-124.099294,38.8
41.21974,-124.099334,39.0
41.219727,-124.099372,39.4
41.219714,-124.099408,39.4
41.219699,-124.099443,39.8
41.219684,-124.099479,39.8
41.219671,-124.099513,40.2
41.21966,-124.099549,40.2
41.219652,-124.099583,40.4
41.219648,-124.099618,40.6
41.219642,-124.09965,40.8
41.219636,-124.099687,41.0
41.219629,-124.099723,41.2
41.21962,-124.099761,41.4
41.219608,-124.099801,41.4
41.219597,-124.099841,41.8
41.219584,-124.099879,42.0
41.219573,-124.099918,42.0
41.219562,-124.099956,42.2
41.219551,-124.099993,42.4
41.219542,-124.10003,42.6
41.219534,-124.100067,42.8
41.219526,-124.100105,42.8
41.219518,-124.100142,43.2
41.219508,-124.100179,43.2
41.219501,-124.100208,43.4
41.219497,-124.100239,43.4
41.219493,-124.10027,43.8
41.219492,-124.100304,44.0
41.21949,-124.100337,44.2
41.219486,-124.100372,44.6
41.219481,-124.100405,44.6
41.219475,-124.100444,44.8
41.219468,-124.100478,45.0
41.219456,-124.100509,45.2
41.219449,-124.100545,45.4
41.219441,-124.100583,45.6
41.219434,-124.100621,46.0
41.219422,-124.10066,46.2
41.21941,-124.100702,46.8
41.2194,-124.100743,47.0
41.219391,-124.100785,47.2
41.219383,-124.100825,47.6
41.219378,-124.100867,47.6
41.219371,-124.100908,48.0
41.219365,-124.100948,48.2
41.219361,-124.10099,48.4
41.219357,-124.101035,48.6
41.219352,-124.101077,48.8
41.219349,-124.101118,49.0
41.219343,-124.101159,49.2
41.21934,-124.101199,49.4
41.219337,-124.101239,49.4
41.219332,-124.101279,49.6
41.219327,-124.10132,50.0
41.21932,-124.10136,50.0
41.219314,-124.101397,50.2
41.219309,-124.101435,50.2
41.219303,-124.101475,50.4
41.219302,-124.101517,50.6
41.219299,-124.10156,50.8
41.219293,-124.101601,51.0
41.219287,-124.101641,51.2
41.219284,-124.10168,51.4
41.21928,-124.101719,51.6
41.219278,-124.10176,52.0
41.219276,-124.101802,52.2
41.219269,-124.101843,52.6
41.219261,-124.101885,53.0
41.219256,-124.101927,53.2
41.219251,-124.101965,53.6
41.219248,-124.102003,53.8
41.219247,-124.102042,54.0
41.219244,-124.102081,54.0
41.219239,-124.102119,54.4
41.219234,-124.102158,54.6
41.219231,-124.102197,55.0
41.219229,-124.102238,55.4
41.219221,-124.102277,55.6
41.219211,-124.102317,55.8
41.219204,-124.102357,56.0
41.2192,-124.102398,56.0
41.219194,-124.10244,56.4
41.21919,-124.102482,56.6
41.219183,-124.102525,56.8
41.219176,-124.102571,57.0
41.219169,-124.102615,57.4
41.219165,-124.102657,57.8
41.219158,-124.1027,57.8
41.219152,-124.102741,58.0
41.219147,-124.102783,58.2
41.219142,-124.102826,58.4
41.219139,-124.102869,58.8
41.219134,-124.102913,59.4
41.219128,-124.102954,59.6
41.219124,-124.102994,59.6
41.219121,-124.103036,59.6
41.219116,-124.103077,59.8
41.219112,-124.103117,59.8
41.219109,-124.103157,60.0
41.219104,-124.103197,60.2
41.219099,-124.103237,60.4
41.219098,-124.10328,60.4
41.219096,-124.103321,60.8
41.219092,-124.103361,61.2
41.219088,-124.1034,61.4
41.219081,-124.10344,61.6
41.219069,-124.103483,61.6
41.219062,-124.103524,62.0
41.219057,-124.103565,62.0
41.21905,-124.103604,62.4
41.219043,-124.103643,62.4
41.219036,-124.10368,62.6
41.219029,-124.103717,63.0
41.219022,-124.103753,63.0
41.219019,-124.103788,63.4
41.219014,-124.103823,63.4
41.219008,-124.103858,63.6
41.219002,-124.103896,64.0
41.218996,-124.103934,64.2
41.218991,-124.103973,64.4
41.218986,-124.104012,64.6
41.218979,-124.104049,64.8
41.218971,-124.104086,65.0
41.218962,-124.104118,65.2
41.218952,-124.104155,65.4
41.218941,-124.104192,65.6
41.218928,-124.104229,65.8
41.218917,-124.104266,65.8
41.218907,-124.104304,66.0
41.218895,-124.104343,66.2
41.218883,-124.104381,66.6
41.21887,-124.104422,67.0
41.218862,-124.104461,67.2
41.218852,-124.104498,67.4
41.218842,-124.104534,67.6
41.218834,-124.104568,68.0
41.218823,-124.104602,68.2
41.218811,-124.104635,68.4
41.218799,-124.104671,68.6
41.218787,-124.104705,68.6
41.218772,-124.10474,68.8
41.218758,-124.104773,68.8
41.218745,-124.104805,69.0
41.218734,-124.104839,69.2
41.218723,-124.104875,69.4
41.218712,-124.104912,69.6
41.218702,-124.10495,69.8
41.218692,-124.104986,70.0
41.218678,-124.105022,70.2
41.218666,-124.10506,70.2
41.218651,-124.105097,70.4
41.218634,-124.105133,70.6
41.218619,-124.105171,70.6
41.218601,-124.105209,70.8
41.218584,-124.105243,71.0
41.218567,-124.105276,71.2
41.218548,-124.105311,71.2
41.218527,-124.105347,71.4
41.218512,-124.105386,71.6
41.218497,-124.105426,71.8
41.218481,-124.105456,72.0
41.218465,-124.105492,72.2
41.218448,-124.10553,72.4
41.21843,-124.105569,72.4
41.218414,-124.105604,72.6
41.218399,-124.105636,72.8
41.218382,-124.105667,73.0
41.218366,-124.105693,73.2
41.218349,-124.105722,73.2
41.218332,-124.105752,73.6
41.218313,-124.105782,73.6
41.218294,-124.105814,73.8
41.218273,-124.105847,73.8
41.218252,-124.105877,74.0
41.21823,-124.105912,74.2
41.218205,-124.105946,74.2
41.218184,-124.105983,74.4
41.21816,-124.106023,74.6
41.218135,-124.106063,74.8
41.218104,-124.106097,75.0
41.218078,-124.106138,75.2
41.218052,-124.106179,75.4
41.218025,-124.10622,75.6
41.217997,-124.10626,75.8
41.217969,-124.106301,76.0
41.217938,-124.106331,76.2
41.217909,-124.106364,76.4
41.217877,-124.106396,76.4
41.217848,-124.106435,76.6
41.217822,-124.106474,76.6
41.217795,-124.106511,76.8
41.217767,-124.106546,76.8
41.21774,-124.106582,77.0
41.217713,-124.106618,77.2
41.217687,-124.106654,77.2
41.217661,-124.106689,77.4
41.217633,-124.106721,77.4
41.217608,-124.106757,77.6
41.217582,-124.106792,77.6
41.217556,-124.106828,77.8
41.217528,-124.10686,77.8
41.217498,-124.106891,77.8
41.217467,-124.10692,78.0
41.217437,-124.106952,78.0
41.217406,-124.106982,78.0
41.217374,-124.107011,78.2
41.217342,-124.10704,78.2
41.217314,-124.107073,78.4
41.217288,-124.107111,78.4
41.217258,-124.10714,78.6
41.217229,-124.107173,78.6
41.217199,-124.107204,78.8
41.217167,-124.107236,78.8
41.217131,-124.10727,79.0
41.217092,-124.107306,79.2
41.217052,-124.107341,79.2
41.217008,-124.107366,79.2
41.216961,-124.107382,79.4
41.216914,-124.107406,79.4
41.216875,-124.107451,79.6
41.21683,-124.107478,79.8
41.216787,-124.107509,79.8
41.216744,-124.10754,80.0
41.216701,-124.107572,80.0
41.216653,-124.107596,80.0
41.216607,-124.107622,80.2
41.216564,-124.107653,80.2
41.216519,-124.107684,80.2
41.216474,-124.107713,80.4
41.216428,-124.107743,80.4
41.216381,-124.107772,80.2
41.216333,-124.107798,80.2
41.216284,-124.107826,80.2
41.216234,-124.107852,80.2
41.216183,-124.107878,80.4
41.216131,-124.107903,80.4
41.216079,-124.107928,80.4
41.216025,-124.107951,80.4
41.215971,-124.107976,80.4
41.215917,-124.108001,80.4
41.215862,-124.108025,80.4
41.215806,-124.108046,80.4
41.21575,-124.108069,80.2
41.215695,-124.108092,80.2
41.215638,-124.108114,80.2
41.21558,-124.108136,80.4
41.215521,-124.108155,80.4
41.215461,-124.108173,80.4
41.2154,-124.10819,80.4
41.215338,-124.108206,80.4
41.215276,-124.108222,80.2
41.215212,-124.108238,80.2
41.215148,-124.108256,80.0
41.215084,-124.108273,80.0
41.21502,-124.108289,79.6
41.214955,-124.108305,79.6
41.214888,-124.108321,79.4
41.214822,-124.108339,79.2
41.214756,-124.108359,79.0
41.214689,-124.108381,78.8
41.214628,-124.108395,78.4
41.214568,-124.108405,78.4
41.2145,-124.108418,78.0
41.214428,-124.108434,78.0
41.214359,-124.108449,77.8
41.214295,-124.108468,77.8
41.214225,-124.108489,77.6
41.214151,-124.108506,77.2
41.214081,-124.108526,77.0
41.214008,-124.108544,76.6
41.213932,-124.10856,76.4
41.213856,-124.108575,76.0
41.213777,-124.108593,75.6
41.213697,-124.108611,75.6
41.213617,-124.108631,75.2
41.213537,-124.10865,75.2
41.213458,-124.108672,74.8
41.213378,-124.108695,74.6
41.213295,-124.108715,74.4
41.213212,-124.108737,73.8
41.213128,-124.108761,73.6
41.213042,-124.108784,72.8
41.212953,-124.108805,72.4
41.212861,-124.108828,71.8
41.212771,-124.108847,71.0
41.212685,-124.108866,70.6
41.212591,-124.108888,69.8
41.212495,-124.108906,69.4
41.212408,-124.108919,68.6
41.212316,-124.108939,68.2
41.21221,-124.108964,67.8
41.2121,-124.108985,67.2
41.211989,-124.109004,66.6
41.211878,-124.109028,65.6
41.211773,-124.109053,65.0
41.211668,-124.10908,64.0
41.21156,-124.109108,63.6
41.211451,-124.109134,62.8
41.211341,-124.109161,62.0
41.211231,-124.109189,61.6
41.211123,-124.109214,60.6
41.211009,-124.10924,60.2
41.210893,-124.109267,59.6
41.210773,-124.109292,58.8
41.210653,-124.10932,58.4
41.210534,-124.109352,57.4
41.210413,-124.109384,57.0
41.21029,-124.109417,56.2
41.210176,-124.109444,55.6
41.210056,-124.109473,54.6
41.209932,-124.109503,53.4
41.209806,-124.109534,52.8
41.209683,-124.109563,51.6
41.209561,-124.109587,50.8
41.209436,-124.109614,49.8
41.209311,-124.109641,49.2
41.209187,-124.109673,48.2
41.209063,-124.109702,47.2
41.208941,-124.109729,46.6
41.20882,-124.109754,45.4
41.208696,-124.109783,44.8
41.208572,-124.109813,44.0
41.208444,-124.109843,43.2
41.208322,-124.109874,42.8
41.208193,-124.1099,42.0
41.208063,-124.109924,41.6
41.207934,-124.10995,40.4
41.207806,-124.109976,39.8
41.207678,-124.110003,38.6
41.207549,-124.110031,37.6
41.20742,-124.110055,37.2
41.20729,-124.110078,35.8
41.207159,-124.110098,35.2
41.207029,-124.110115,34.4
41.206895,-124.110131,34.2
41.206764,-124.110146,33.4
41.206632,-124.110161,32.4
41.206499,-124.110179,32.0
41.206368,-124.110194,30.8
41.206235,-124.110209,30.2
41.206103,-124.110223,28.8
41.20597,-124.110237,27.4
41.205837,-124.110247,26.8
41.205696,-124.110251,25.6
41.205557,-124.110255,25.0
41.205422,-124.110262,23.6
41.205288,-124.110268,23.0
41.205155,-124.110275,22.0
41.205023,-124.110283,21.2
41.204896,-124.110285,20.8
41.204766,-124.110286,20.0
41.204642,-124.11029,19.6
41.204523,-124.110296,19.0
41.204405,-124.110303,18.8
41.20429,-124.110305,18.2
41.204181,-124.11031,17.6
41.204077,-124.110325,17.4
41.203977,-124.110345,17.2
41.203882,-124.110365,17.2
41.203788,-124.110396,17.2
41.2037,-124.110423,17.2
41.203615,-124.110453,17.0
41.203534,-124.110487,17.0
41.203458,-124.110522,17.0
41.20339,-124.110562,17.2
41.203327,-124.110604,17.4
41.203266,-124.110636,17.8
41.20321,-124.110669,18.6
41.203159,-124.110694,18.8
41.203107,-124.110706,19.4
41.203054,-124.110715,19.6
41.203002,-124.110724,20.0
41.202951,-124.110736,20.2
41.202901,-124.11075,20.4
41.202852,-124.110771,20.8
41.202803,-124.110788,21.0
41.202758,-124.110795,21.6
41.202723,-124.1108,21.8
41.202686,-124.110802,22.0
41.202642,-124.110808,22.2
41.202595,-124.110813,22.4
41.202546,-124.110814,22.8
41.202498,-124.110817,22.8
41.202452,-124.110813,22.8
41.202399,-124.110809,22.8
41.202342,-124.110807,22.8
41.202282,-124.110801,22.8
41.202218,-124.110789,22.8
41.202154,-124.11077,22.8
41.202089,-124.110752,22.8
41.202024,-124.110739,22.6
41.20196,-124.110724,22.6
41.201896,-124.110706,22.4
41.201833,-124.110691,22.4
41.201769,-124.110667,22.2
41.201705,-124.110644,22.4
41.201642,-124.110622,22.4
41.20158,-124.110603,22.6
41.201518,-124.110583,22.8
41.201458,-124.110566,23.0
41.201401,-124.110553,23.0
41.201343,-124.110543,23.4
41.201289,-124.110531,23.8
41.201242,-124.110514,23.8
41.201192,-124.110498,24.2
41.201137,-124.110479,24.6
41.201078,-124.110462,24.8
41.201023,-124.110451,25.0
41.200976,-124.110447,25.2
41.200926,-124.110449,25.4
41.200868,-124.110456,25.6
41.200815,-124.110462,25.8
41.200762,-124.11047,26.0
41.200708,-124.110484,26.2
41.200654,-124.1105,26.6
41.200603,-124.110516,27.0
41.200551,-124.11053,27.4
41.200507,-124.110544,27.6
41.200473,-124.110564,28.2
41.200428,-124.110587,28.4
41.200381,-124.110615,28.8
41.200337,-124.110635,29.2
41.200295,-124.110663,29.4
41.200251,-124.110687,29.6
41.200204,-124.11071,29.8
41.200159,-124.110735,30.2
41.200116,-124.110762,30.2
41.200074,-124.110788,30.4
41.200034,-124.11081,30.6
41.199994,-124.110829,30.6
41.199953,-124.110851,30.8
41.199912,-124.110873,30.8
41.199872,-124.11089,30.8
41.19983,-124.110903,30.8
41.199785,-124.110918,30.8
41.199743,-124.110935,30.8
41.1997,-124.110956,30.6
41.199657,-124.110972,30.6
41.19961,-124.110988,30.6
41.199559,-124.111002,30.6
41.199507,-124.111021,30.4
41.19945,-124.111039,30.2
41.19939,-124.111052,30.0
41.199326,-124.111059,30.0
41.199258,-124.111065,29.6
41.199188,-124.111069,29.4
41.199114,-124.111071,29.2
41.199037,-124.111065,28.6
41.198957,-124.111054,28.4
41.198873,-124.111038,27.6
41.198784,-124.111021,27.4
41.198693,-124.111002,26.6
41.198601,-124.110983,26.4
41.198509,-124.110961,25.6
41.198417,-124.110938,24.8
41.198323,-124.110915,24.4
41.198228,-124.110894,23.6
41.198132,-124.110868,23.0
41.198034,-124.110836,22.2
41.197934,-124.110797,21.8
41.197836,-124.110744,21.0
41.19774,-124.110679,20.0
41.197646,-124.110603,19.6
41.197552,-124.11052,18.8
41.197459,-124.110434,18.6
41.197364,-124.110346,17.8
41.197268,-124.110258,17.4
41.19717,-124.110171,16.6
41.197069,-124.110091,15.6
41.196963,-124.110019,15.2
41.19685,-124.109956,14.0
41.19673,-124.109913,13.4
41.196605,-124.109893,12.4
41.196479,-124.109898,11.8
41.196357,-124.10993,10.6
41.196238,-124.109978,9.6
41.196129,-124.110052,9.2
41.196032,-124.110148,8.6
41.195944,-124.110263,8.0
41.19587,-124.110383,8.0
41.195807,-124.110502,7.8
41.195753,-124.110618,8.0
41.195699,-124.110724,8.0
41.195642,-124.110818,8.2
41.195579,-124.110902,8.2
41.19551,-124.110968,8.2
41.195433,-124.111022,8.2
41.195354,-124.111059,8.0
41.195271,-124.111086,8.0
41.195183,-124.111102,7.6
41.195094,-124.1111,7.6
41.195006,-124.111085,7.2
41.194918,-124.111061,7.2
41.194831,-124.111027,7.0
41.194746,-124.110981,6.4
41.194664,-124.110927,6.2
41.194585,-124.110862,5.6
41.194509,-124.110784,5.4
41.194433,-124.110697,4.8
41.194356,-124.110607,4.4
41.194273,-124.110516,3.8
41.194187,-124.110429,3.4
41.194093,-124.110353,3.4
41.193994,-124.110289,3.0
41.193894,-124.110238,2.8
41.193792,-124.110203,2.6
41.193691,-124.110186,2.2
41.193593,-124.110181,1.8
41.193497,-124.110188,1.4
41.193404,-124.110205,1.4
41.193317,-124.110227,1.2
41.193238,-124.110256,1.2
41.193164,-124.110293,1.6
41.193096,-124.110333,1.8
41.193034,-124.110368,2.4
41.192975,-124.110401,3.2
41.192919,-124.110428,3.4
41.192868,-124.110453,4.0
41.19282,-124.110475,4.2
41.192772,-124.11049,4.8
41.192726,-124.110498,5.2
41.192681,-124.110506,6.0
41.192639,-124.110513,6.6
41.192597,-124.11052,6.8
41.192555,-124.110523,7.4
41.192513,-124.110525,7.4
41.192476,-124.110525,7.8
41.192441,-124.110526,8.0
41.192409,-124.110524,8.4
41.192373,-124.11052,9.0
41.192337,-124.110517,9.2
41.192301,-124.110515,9.6
41.192263,-124.110511,9.8
41.192225,-124.110508,10.0
41.192186,-124.110501,10.2
41.192148,-124.110492,10.6
41.192107,-124.110483,11.0
41.192065,-124.110472,11.0
41.192022,-124.110458,11.4
41.191979,-124.110443,11.6
41.191936,-124.110427,12.0
41.191891,-124.110409,12.2
41.191849,-124.110395,12.6
41.191806,-124.110375,13.2
41.191764,-124.110351,13.4
41.19172,-124.110324,13.6
41.191675,-124.110299,13.8
41.191629,-124.110273,14.2
41.191583,-124.110246,14.6
41.191537,-124.110219,15.0
41.191491,-124.110196,15.6
41.191444,-124.110176,15.8
41.191396,-124.110157,16.2
41.191348,-124.11014,16.6
41.191303,-124.110123,17.0
41.191258,-124.110107,17.6
41.191213,-124.110095,17.8
41.191169,-124.110085,18.4
41.191127,-124.110075,18.6
41.191085,-124.110066,19.2
41.191044,-124.110058,19.4
41.191003,-124.110047,19.8
41.190964,-124.110042,20.4
41.190925,-124.110035,20.6
41.190885,-124.110025,20.8
41.190845,-124.110013,21.0
41.190806,-124.110008,21.4
41.190766,-124.11,21.6
41.190725,-124.10999,22.0
41.190682,-124.109976,22.2
41.19064,-124.109962,22.4
41.190597,-124.109963,22.6
41.190552,-124.109953,22.8
41.190509,-124.109939,23.0
41.190467,-124.109919,23.2
41.190426,-124.109896,23.2
41.190386,-124.109876,23.4
41.190346,-124.109855,23.6
41.190305,-124.10983,23.6
41.190264,-124.109805,23.8
41.190224,-124.109782,23.8
41.190183,-124.109753,24.0
41.190141,-124.109719,24.0
41.190102,-124.109686,24.0
41.190066,-124.109647,24.0
41.190029,-124.109608,24.2
41.18999,-124.109565,24.2
41.189948,-124.109522,24.2
41.189908,-124.10948,24.2
41.189871,-124.109437,24.2
41.18983,-124.109386,24.2
41.189785,-124.109341,24.2
41.18974,-124.109296,24.4
41.189689,-124.109251,24.4
41.189638,-124.109212,24.2
41.189587,-124.109163,24.2
41.189536,-124.109117,24.2
41.189485,-124.109066,24.2
41.189434,-124.109013,24.2
41.189381,-124.108966,24.2
41.189332,-124.108915,24.2
41.189281,-124.108866,24.4
41.189231,-124.108815,24.4
41.189177,-124.108766,24.4
41.189122,-124.108714,24.2
41.189067,-124.108667,24.2
41.189012,-124.108617,24.2
41.188958,-124.108559,24.2
41.188908,-124.108496,24.2
41.18886,-124.108435,24.0
41.188813,-124.108375,24.0
41.188766,-124.108312,24.0
41.188724,-124.108243,24.0
41.188672,-124.108193,24.2
41.188615,-124.108139,24.2
41.18855,-124.108094,24.2
41.188494,-124.108047,24.2
41.188443,-124.108007,24.4
41.188395,-124.107957,24.6
41.188339,-124.107903,24.6
