lat,long
37.829064,-122.479502
37.829064,-122.479502
37.829194,-122.479499
37.829258,-122.479492
37.829303,-122.479495
37.829349,-122.479499
37.829441,-122.479506
37.829469,-122.479512
37.829497,-122.479519
37.829551,-122.479535
37.829653,-122.479558
37.829703,-122.479564
37.829731,-122.479567
37.829759,-122.47957
37.829815,-122.479576
37.829929,-122.479587
37.82999,-122.479594
37.830051,-122.479602
37.830112,-122.47961
37.830172,-122.479616
37.830232,-122.479622
37.830277,-122.479628
37.830322,-122.479634
37.830413,-122.479646
37.830472,-122.479655
37.83053,-122.479663
37.830586,-122.47967
37.830642,-122.479677
37.830699,-122.479684
37.830755,-122.479693
37.830783,-122.479697
37.830811,-122.479702
37.830868,-122.479712
37.83098,-122.479744
37.831037,-122.479761
37.831037,-122.479761
37.831153,-122.479797
37.831214,-122.479819
37.831274,-122.479844
37.831333,-122.479871
37.831393,-122.479898
37.831453,-122.479924
37.831496,-122.479945
37.831539,-122.479966
37.831624,-122.480008
37.831677,-122.48004
37.83173,-122.480069
37.83178,-122.4801
37.831831,-122.480136
37.831881,-122.480174
37.831933,-122.480213
37.831986,-122.480253
37.832012,-122.480273
37.832038,-122.480294
37.832089,-122.480337
37.832181,-122.480422
37.832181,-122.480422
37.832266,-122.480507
37.832313,-122.480544
37.832349,-122.480581
37.83238,-122.480613
37.832408,-122.480637
37.832438,-122.480656
37.832453,-122.480668
37.832469,-122.48068
37.83253,-122.480743
37.832559,-122.480771
37.832582,-122.480795
37.832606,-122.480821
37.832637,-122.480835
37.832671,-122.48083
37.832706,-122.480822
37.83274,-122.480828
37.832755,-122.480837
37.83277,-122.480845
37.832826,-122.480886
37.832853,-122.480907
37.832876,-122.480935
37.8329,-122.480963
37.832923,-122.480988
37.832946,-122.481008
37.832972,-122.481025
37.833,-122.481037
37.833025,-122.481041
37.833042,-122.481022
37.833059,-122.481003
37.833058,-122.480979
37.833055,-122.480955
37.83305,-122.48093
37.833038,-122.480901
37.83302,-122.480874
37.832993,-122.480847
37.83296,-122.480817
37.832925,-122.480787
37.832925,-122.480787
37.833236,-122.48052
37.833242,-122.480565
37.83325,-122.480612
37.83326,-122.480661
37.833272,-122.480709
37.833283,-122.480757
37.833294,-122.480805
37.833306,-122.480852
37.833321,-122.480899
37.833336,-122.480946
37.83335,-122.480994
37.833365,-122.481044
37.833378,-122.481097
37.833386,-122.481151
37.833389,-122.481208
37.833387,-122.481265
37.833382,-122.481321
37.833374,-122.481377
37.833363,-122.48143
37.833346,-122.48148
37.833324,-122.481524
37.833301,-122.48157
37.833282,-122.48162
37.833271,-122.481677
37.833268,-122.481738
37.833271,-122.481798
37.83328,-122.481857
37.833291,-122.481914
37.833306,-122.481973
37.833327,-122.482032
37.833352,-122.48209
37.833382,-122.482148
37.833412,-122.482204
37.833442,-122.482258
37.833474,-122.482313
37.833505,-122.482368
37.833536,-122.482423
37.833565,-122.482476
37.833597,-122.48253
37.83363,-122.482585
37.833662,-122.482638
37.833694,-122.482688
37.833729,-122.48274
37.833762,-122.482789
37.833796,-122.482842
37.83383,-122.482897
37.833863,-122.482956
37.833898,-122.483011
37.833938,-122.483062
37.833977,-122.483111
37.834017,-122.483158
37.834056,-122.483204
37.834092,-122.483253
37.834131,-122.4833
37.834168,-122.483343
37.834207,-122.483383
37.834247,-122.483422
37.834288,-122.48346
37.834331,-122.4835
37.834373,-122.483539
37.834417,-122.483575
37.834461,-122.483606
37.834506,-122.483637
37.834549,-122.483667
37.834587,-122.483695
37.834625,-122.483717
37.834658,-122.483735
37.834684,-122.483746
37.834701,-122.483751
37.834709,-122.483754
37.834711,-122.483755
37.834712,-122.483755
37.834713,-122.483756
37.834713,-122.483756
37.834716,-122.483755
37.834718,-122.483755
37.834717,-122.483756
37.834719,-122.483758
37.834721,-122.48376
37.834719,-122.483761
37.834718,-122.483761
37.83472,-122.483761
37.83472,-122.48376
37.83472,-122.483759
37.834721,-122.483758
37.834722,-122.483758
37.834723,-122.483757
37.834724,-122.483755
37.834724,-122.483752
37.834726,-122.483747
37.834729,-122.483744
37.83473,-122.48374
37.834728,-122.483735
37.834728,-122.483733
37.834727,-122.483732
37.834727,-122.483732
37.834727,-122.483733
37.834727,-122.483733
37.834727,-122.483733
37.834726,-122.483733
37.834726,-122.483733
37.834725,-122.483733
37.834725,-122.483734
37.834725,-122.483735
37.834724,-122.483737
37.834724,-122.483738
37.834723,-122.483738
37.834722,-122.483739
37.834721,-122.483738
37.83472,-122.483735
37.83472,-122.483734
37.834721,-122.483733
37.834721,-122.483732
37.834721,-122.483732
37.834723,-122.483731
37.834725,-122.483732
37.834731,-122.483734
37.834743,-122.48374
37.834758,-122.483749
37.834777,-122.483754
37.834802,-122.483757
37.834831,-122.483763
37.834864,-122.483768
37.834899,-122.483775
37.834936,-122.483785
37.834976,-122.483795
37.835018,-122.483805
37.83506,-122.483815
37.835105,-122.483825
37.835153,-122.483837
37.835206,-122.483848
37.83526,-122.483856
37.835317,-122.483864
37.835377,-122.483869
37.835435,-122.483873
37.835496,-122.483869
37.835557,-122.483859
37.835616,-122.483844
37.835677,-122.483819
37.835739,-122.483785
37.835803,-122.48375
37.835869,-122.483708
37.835936,-122.483657
37.836005,-122.483614
37.836071,-122.48357
37.836139,-122.483522
37.836211,-122.483472
37.836286,-122.483419
37.836361,-122.483366
37.836436,-122.483307
37.83651,-122.483243
37.836586,-122.483181
37.836665,-122.483124
37.836747,-122.483073
37.836829,-122.48303
37.836912,-122.482996
37.836997,-122.482965
37.837082,-122.48294
37.837164,-122.482925
37.837241,-122.482918
37.837314,-122.482914
37.837379,-122.482913
37.837435,-122.482914
37.83748,-122.482914
37.837513,-122.482914
37.83753,-122.482914
37.837536,-122.482914
37.837537,-122.482915
37.837536,-122.482916
37.837536,-122.482917
37.837536,-122.482916
37.837536,-122.482917
37.837534,-122.482919
37.837531,-122.48292
37.837527,-122.482922
37.837524,-122.482924
37.837524,-122.482924
37.837523,-122.482924
37.837523,-122.482923
37.837522,-122.482922
37.837522,-122.482921
37.837522,-122.48292
37.837523,-122.48292
37.837524,-122.482918
37.837525,-122.482915
37.837527,-122.482912
37.837527,-122.482911
37.837527,-122.482911
37.837528,-122.482911
37.837528,-122.482913
37.837529,-122.482913
37.837531,-122.482912
37.837532,-122.482912
37.837533,-122.48291
37.837533,-122.482908
37.837535,-122.482906
37.837536,-122.482904
37.837534,-122.482901
37.837533,-122.4829
37.837535,-122.482899
37.837541,-122.48289
37.837546,-122.482888
37.837556,-122.48289
37.837575,-122.482895
37.837602,-122.4829
37.837636,-122.482905
37.837676,-122.482916
37.83772,-122.482927
37.837769,-122.482933
37.837826,-122.482941
37.837887,-122.482949
37.837953,-122.482959
37.838023,-122.482967
37.838096,-122.482977
37.838172,-122.482986
37.838252,-122.482993
37.838336,-122.482996
37.838422,-122.482998
37.83851,-122.482993
37.838596,-122.482978
37.838681,-122.482956
37.838764,-122.48293
37.838847,-122.482899
37.838929,-122.482861
37.83901,-122.482816
37.83909,-122.482766
37.839168,-122.482709
37.839244,-122.482644
37.839319,-122.482571
37.839391,-122.482491
37.839459,-122.482408
37.839525,-122.482321
37.839587,-122.482229
37.83964,-122.482134
37.839688,-122.482034
37.839732,-122.481937
37.839771,-122.481848
37.839807,-122.481764
37.839834,-122.481678
37.839855,-122.4816
37.839874,-122.481525
37.839889,-122.481453
37.839896,-122.481371
37.839905,-122.481291
37.839908,-122.48121
37.839906,-122.481131
37.839906,-122.481055
37.839905,-122.480981
37.839906,-122.480906
37.839905,-122.480837
37.839902,-122.480775
37.839896,-122.480709
37.839888,-122.480649
37.839883,-122.480586
37.839873,-122.48052
37.839862,-122.480445
37.839856,-122.480372
37.839847,-122.480297
37.839844,-122.480218
37.839843,-122.480141
37.839838,-122.480064
37.839833,-122.479987
37.839828,-122.47991
37.839823,-122.479831
37.83982,-122.479752
37.839816,-122.479676
37.839811,-122.479599
37.839805,-122.479525
37.839802,-122.479435
37.839799,-122.479353
37.839796,-122.479273
37.839796,-122.479192
37.839797,-122.47911
37.839803,-122.479029
37.839814,-122.478952
37.839828,-122.478876
37.839846,-122.478802
37.839864,-122.478727
37.839885,-122.478654
37.839908,-122.478583
37.839932,-122.478515
37.839958,-122.478452
37.839988,-122.478391
37.84002,-122.478332
37.840056,-122.478268
37.840091,-122.478209
37.840128,-122.47815
37.840167,-122.478093
37.840211,-122.478039
37.84026,-122.477985
37.840311,-122.477936
37.840365,-122.477887
37.840419,-122.477838
37.840477,-122.477782
37.840539,-122.477731
37.840606,-122.477689
37.840675,-122.477647
37.840751,-122.477613
37.840831,-122.477584
37.840911,-122.477565
37.84099,-122.477547
37.841068,-122.477537
37.841147,-122.477531
37.841227,-122.477531
37.841306,-122.477533
37.841384,-122.477543
37.84147,-122.47756
37.841545,-122.477578
37.84162,-122.477601
37.841692,-122.477631
37.841764,-122.477664
37.841833,-122.477699
37.841897,-122.477736
37.841951,-122.477767
37.842009,-122.4778
37.842067,-122.477834
37.842125,-122.477867
37.842186,-122.477895
37.842252,-122.477927
37.84232,-122.477959
37.842387,-122.477995
37.842456,-122.478033
37.842524,-122.47807
37.842591,-122.478106
37.84266,-122.478141
37.842732,-122.478176
37.842807,-122.478208
37.842884,-122.478235
37.842963,-122.478256
37.843044,-122.478272
37.843123,-122.478283
37.843203,-122.478287
37.843279,-122.478289
37.843349,-122.478284
37.843424,-122.478275
37.843497,-122.478261
37.84357,-122.478242
37.843644,-122.47822
37.843724,-122.478193
37.843805,-122.478164
37.843888,-122.478134
37.843971,-122.478104
37.844054,-122.478073
37.844136,-122.478046
37.844217,-122.478018
37.844297,-122.477989
37.844376,-122.477961
37.844455,-122.477934
37.844533,-122.477908
37.84461,-122.477887
37.844685,-122.477869
37.844759,-122.477856
37.844832,-122.477849
37.844905,-122.477849
37.844978,-122.477855
37.845049,-122.477868
37.845118,-122.477887
37.845185,-122.477903
37.845253,-122.47791
37.84532,-122.477915
37.845388,-122.477923
37.845455,-122.477935
37.845524,-122.47795
37.845592,-122.477967
37.845657,-122.477986
37.845725,-122.478002
37.845791,-122.478018
37.84586,-122.478038
37.845932,-122.478058
37.846006,-122.478077
37.846076,-122.478097
37.846142,-122.47812
37.846205,-122.478149
37.84626,-122.478183
37.84631,-122.47822
37.846363,-122.478259
37.846415,-122.478304
37.84647,-122.478351
37.846525,-122.4784
37.846576,-122.478452
37.846625,-122.478504
37.846669,-122.478553
37.846711,-122.478606
37.846753,-122.478662
37.846799,-122.478717
37.846851,-122.478774
37.846898,-122.47884
37.846928,-122.478915
37.846957,-122.479005
37.846971,-122.479106
37.846972,-122.479214
37.846972,-122.479325
37.846972,-122.479436
37.846973,-122.479546
37.846973,-122.479652
37.846966,-122.479754
37.846958,-122.479855
37.846952,-122.479953
37.846954,-122.480049
37.846961,-122.480142
37.846973,-122.480227
37.846984,-122.480311
37.846989,-122.480391
37.846996,-122.480468
37.847002,-122.480543
37.847009,-122.480608
37.847027,-122.480663
37.847059,-122.480713
37.847109,-122.480752
37.847159,-122.480774
37.847213,-122.480783
37.847274,-122.480778
37.84733,-122.480772
37.847393,-122.480768
37.847461,-122.480766
37.847528,-122.480765
37.847599,-122.480764
37.847669,-122.48077
37.847742,-122.480773
37.847818,-122.480774
37.847897,-122.480772
37.847973,-122.48077
37.848048,-122.480766
37.848119,-122.480762
37.848193,-122.480759
37.84827,-122.480758
37.848349,-122.480759
37.84843,-122.480758
37.84851,-122.480756
37.848595,-122.480751
37.848677,-122.480748
37.848763,-122.480741
37.848853,-122.480733
37.848934,-122.480729
37.849009,-122.480726
37.849079,-122.480723
37.849144,-122.48072
37.849207,-122.48072
37.849269,-122.480719
37.849329,-122.480717
37.849386,-122.48072
37.84944,-122.480723
37.849496,-122.480724
37.849553,-122.480724
37.849607,-122.480723
37.849662,-122.480719
37.849715,-122.480709
37.849764,-122.480693
37.849806,-122.480665
37.849835,-122.480618
37.849855,-122.480557
37.849864,-122.480486
37.849867,-122.480403
37.849863,-122.480314
37.849856,-122.480221
37.849854,-122.480124
37.84986,-122.480022
37.849882,-122.479918
37.849921,-122.479828
37.849978,-122.47976
37.850046,-122.479711
37.850118,-122.47968
37.85019,-122.47966
37.850261,-122.479641
37.850332,-122.479616
37.850403,-122.479587
37.85047,-122.479546
37.850534,-122.479499
37.850597,-122.47945
37.85066,-122.479403
37.85072,-122.47936
37.850781,-122.47932
37.85084,-122.47928
37.850897,-122.479242
37.850953,-122.479208
37.851009,-122.479176
37.851065,-122.479149
37.851119,-122.479121
37.851172,-122.479089
37.851225,-122.479055
37.851279,-122.479022
37.851334,-122.47899
37.851389,-122.478959
37.851445,-122.478929
37.851503,-122.478903
37.851564,-122.478887
37.851627,-122.478879
37.85169,-122.478877
37.851755,-122.478878
37.85182,-122.478877
37.851885,-122.478875
37.851949,-122.478874
37.852014,-122.478873
37.85208,-122.478873
37.852146,-122.478873
37.852212,-122.478871
37.852278,-122.478874
37.852345,-122.478878
37.85241,-122.478878
37.852477,-122.478884
37.852544,-122.478885
37.85261,-122.478885
37.852677,-122.478885
37.852743,-122.478888
37.852809,-122.478892
37.852878,-122.478894
37.852945,-122.478896
37.853014,-122.478899
37.853083,-122.478901
37.853151,-122.478902
37.853218,-122.478904
37.853284,-122.478907
37.853349,-122.478909
37.853416,-122.478911
37.853482,-122.478912
37.853549,-122.478912
37.853614,-122.478909
37.853678,-122.478911
37.853746,-122.47891
37.853812,-122.478912
37.853879,-122.478911
37.853947,-122.478909
37.854017,-122.47891
37.854087,-122.478912
37.854159,-122.478914
37.854229,-122.478913
37.854298,-122.478912
37.854367,-122.47891
37.854435,-122.478906
37.854504,-122.478903
37.854573,-122.478902
37.854641,-122.478902
37.854708,-122.478905
37.854774,-122.478907
37.854841,-122.478914
37.854908,-122.478926
37.854974,-122.478946
37.855039,-122.478974
37.855101,-122.479012
37.855163,-122.47905
37.855227,-122.479086
37.85529,-122.479121
37.855355,-122.479154
37.855413,-122.479187
37.855472,-122.479218
37.855523,-122.479244
37.855585,-122.479275
37.855644,-122.479314
37.855696,-122.479355
37.855741,-122.479394
37.855796,-122.479427
37.855844,-122.479459
37.855897,-122.479488
37.855957,-122.479519
37.856017,-122.479552
37.856086,-122.479607
37.856144,-122.479652
37.856199,-122.47969
37.856247,-122.479721
37.856297,-122.479753
37.856356,-122.479791
37.856416,-122.479829
37.856464,-122.479875
37.856522,-122.479904
37.856581,-122.479937
37.856636,-122.47998
37.856691,-122.480026
37.856738,-122.480078
37.856776,-122.480132
37.856812,-122.480187
37.85685,-122.480245
37.856889,-122.480303
37.856927,-122.48036
37.856967,-122.480418
37.857011,-122.480478
37.857057,-122.480543
37.857101,-122.48061
37.857143,-122.480677
37.857185,-122.480742
37.857228,-122.480812
37.857273,-122.48088
37.857321,-122.480943
37.857366,-122.481005
37.857408,-122.481068
37.857452,-122.481131
37.857498,-122.48119
37.857547,-122.481251
37.857601,-122.481311
37.857654,-122.48137
37.857706,-122.48143
37.857753,-122.48149
37.857802,-122.481551
37.857848,-122.481613
37.857894,-122.48168
37.857939,-122.481752
37.857984,-122.481827
37.858026,-122.481901
37.858069,-122.481973
37.85811,-122.482047
37.858151,-122.48212
37.858192,-122.482192
37.858233,-122.482266
37.858273,-122.482341
37.858309,-122.482421
37.858342,-122.482504
37.858372,-122.482587
37.858401,-122.482668
37.858428,-122.482751
37.858452,-122.482836
37.858475,-122.482922
37.858498,-122.483013
37.858525,-122.483101
37.858553,-122.483188
37.85858,-122.483274
37.858608,-122.48336
37.858635,-122.483445
37.858662,-122.483524
37.858689,-122.483596
37.858712,-122.483662
37.858735,-122.483722
37.858757,-122.483774
37.858777,-122.483821
37.858795,-122.483863
37.858815,-122.483906
37.858835,-122.483953
37.858852,-122.484007
37.858865,-122.484069
37.858878,-122.484133
37.858897,-122.484196
37.858919,-122.484258
37.858944,-122.48432
37.858971,-122.48438
37.858999,-122.48444
37.859028,-122.484502
37.859057,-122.484566
37.859085,-122.484633
37.859114,-122.484701
37.859144,-122.484767
37.859174,-122.484834
37.859207,-122.484899
37.85924,-122.484966
37.859272,-122.485034
37.859303,-122.485103
37.859332,-122.48517
37.859363,-122.485236
37.859393,-122.485301
37.859422,-122.485368
37.85945,-122.485438
37.859481,-122.485508
37.859512,-122.485576
37.859542,-122.485646
37.859578,-122.485715
37.859614,-122.485784
37.859651,-122.485852
37.859688,-122.485921
37.859724,-122.485992
37.859759,-122.486066
37.859793,-122.486141
37.859822,-122.486217
37.85985,-122.486293
37.859881,-122.486369
37.859914,-122.486444
37.859947,-122.486519
37.85998,-122.486593
37.860016,-122.486667
37.860052,-122.486743
37.860086,-122.486819
37.860121,-122.486895
37.860157,-122.486971
37.860192,-122.487046
37.860228,-122.48712
37.860262,-122.487196
37.860296,-122.48727
37.860332,-122.487341
37.860365,-122.487409
37.860395,-122.487469
37.86042,-122.487519
37.860449,-122.487554
37.860479,-122.487579
37.860507,-122.487608
37.860532,-122.487645
37.860555,-122.48769
37.860572,-122.48774
37.860592,-122.487793
37.860615,-122.487847
37.860641,-122.487901
37.860666,-122.487957
37.860692,-122.488017
37.860718,-122.488076
37.860745,-122.488136
37.860772,-122.488201
37.8608,-122.488264
37.86083,-122.488327
37.860859,-122.488391
37.860889,-122.488456
37.860916,-122.488521
37.860945,-122.488587
37.860974,-122.488652
37.861004,-122.488718
37.861038,-122.488784
37.861068,-122.48885
37.861096,-122.488916
37.861123,-122.488978
37.861152,-122.48904
37.861182,-122.489099
37.86121,-122.489157
37.861239,-122.489212
37.861268,-122.489262
37.861297,-122.489311
37.861322,-122.489361
37.861345,-122.489415
37.861362,-122.489471
37.861383,-122.489527
37.861405,-122.489584
37.861426,-122.489642
37.861452,-122.489702
37.861482,-122.489761
37.861511,-122.489821
37.861538,-122.489881
37.861563,-122.489941
37.861586,-122.490003
37.861606,-122.490065
37.861626,-122.490124
37.861649,-122.490182
37.861669,-122.490242
37.861687,-122.490307
37.861713,-122.490369
37.861735,-122.490435
37.861755,-122.490506
37.861774,-122.490579
37.861792,-122.490653
37.861807,-122.490728
37.861822,-122.490803
37.861837,-122.490878
37.861852,-122.490952
37.861865,-122.491028
37.861876,-122.491104
37.861886,-122.491179
37.861896,-122.491256
37.861906,-122.491334
37.861913,-122.49141
37.861917,-122.491485
37.861919,-122.491555
37.861918,-122.491621
37.861918,-122.491686
37.861921,-122.491754
37.861927,-122.491823
37.861931,-122.49189
37.861935,-122.49196
37.861938,-122.492042
37.861942,-122.492124
37.861944,-122.49221
37.86194,-122.492296
37.861936,-122.49238
37.861934,-122.492465
37.861933,-122.492548
37.861933,-122.492632
37.861933,-122.492714
37.861933,-122.492796
37.861938,-122.492876
37.861943,-122.492954
37.861946,-122.493029
37.861944,-122.493105
37.861946,-122.493181
37.861951,-122.493256
37.861955,-122.49333
37.86196,-122.493403
37.861966,-122.49347
37.861973,-122.493524
37.86198,-122.49357
37.861993,-122.493613
37.862014,-122.493644
37.862036,-122.493663
37.86205,-122.493673
37.862057,-122.493677
37.862057,-122.493676
37.862057,-122.493674
37.862058,-122.493672
37.862058,-122.49367
37.86206,-122.49367
37.862062,-122.493669
37.862062,-122.493669
37.862062,-122.493669
37.862063,-122.493668
37.862062,-122.493668
37.862061,-122.493668
37.862061,-122.493667
37.86206,-122.493667
37.862061,-122.493667
37.862061,-122.493667
37.862061,-122.493666
37.862061,-122.493666
37.862061,-122.493666
37.862061,-122.493666
37.862062,-122.493665
37.862062,-122.493665
37.862062,-122.493665
37.862062,-122.493665
37.862062,-122.493665
37.862062,-122.493665
37.862063,-122.493665
37.862063,-122.493666
37.862063,-122.493666
37.862063,-122.493666
37.862063,-122.493666
37.862063,-122.493666
37.862064,-122.493666
37.862064,-122.493666
37.862064,-122.493666
37.862064,-122.493666
37.862064,-122.493666
37.862064,-122.493666
37.862064,-122.493666
37.862065,-122.493666
37.862065,-122.493666
37.862065,-122.493666
37.862065,-122.493666
37.862065,-122.493666
37.862065,-122.493666
37.862066,-122.493666
37.862066,-122.493666
37.862066,-122.493666
37.862066,-122.493665
37.862066,-122.493665
37.862065,-122.493665
37.862066,-122.493665
37.862066,-122.493667
37.862068,-122.493683
37.86207,-122.493711
37.862068,-122.493742
37.86206,-122.493779
37.862048,-122.493817
37.862031,-122.493854
37.862016,-122.493898
37.862011,-122.493944
37.862016,-122.493997
37.862027,-122.494054
37.862039,-122.494112
37.862054,-122.494172
37.862072,-122.494235
37.86209,-122.494302
37.86211,-122.494365
37.862134,-122.494429
37.862158,-122.494491
37.862183,-122.494554
37.86221,-122.494619
37.862238,-122.494688
37.862268,-122.494756
37.8623,-122.494823
37.862335,-122.494888
37.862372,-122.494952
37.862407,-122.495015
37.862442,-122.495078
37.862481,-122.495143
37.862518,-122.495208
37.862552,-122.49527
37.862583,-122.495327
37.862616,-122.495386
37.862648,-122.495449
37.86268,-122.495509
37.862713,-122.49557
37.862743,-122.495632
37.862773,-122.495695
37.862806,-122.495753
37.862841,-122.495815
37.862877,-122.49588
37.862911,-122.495946
37.862944,-122.496009
37.862978,-122.496071
37.863013,-122.496133
37.863047,-122.496196
37.863082,-122.496259
37.863117,-122.496321
37.863149,-122.496383
37.86318,-122.496445
37.863218,-122.496509
37.863256,-122.496573
37.863294,-122.496638
37.863331,-122.496701
37.863366,-122.496764
37.8634,-122.496826
37.863434,-122.496887
37.863469,-122.496945
37.863505,-122.497003
37.863543,-122.497058
37.863581,-122.497112
37.863619,-122.497167
37.863658,-122.497223
37.863697,-122.497277
37.863737,-122.497333
37.863779,-122.497387
37.863822,-122.49744
37.863864,-122.497494
37.863907,-122.497551
37.86395,-122.497608
37.863994,-122.497667
37.864039,-122.497725
37.864088,-122.497779
37.864137,-122.497837
37.864188,-122.497894
37.864243,-122.497952
37.864297,-122.498008
37.864351,-122.49807
37.864405,-122.498129
37.864458,-122.498186
37.86451,-122.498241
37.864564,-122.498297
37.864619,-122.498351
37.864675,-122.498406
37.864728,-122.498461
37.864781,-122.49852
37.864836,-122.498578
37.864891,-122.498638
37.864945,-122.498699
37.864999,-122.49876
37.865056,-122.498823
37.865115,-122.498887
37.865181,-122.498954
37.865245,-122.499021
37.865306,-122.499089
37.865367,-122.499153
37.865429,-122.499215
37.86549,-122.499279
37.865551,-122.499349
37.865616,-122.499421
37.865682,-122.49949
37.865742,-122.499558
37.865803,-122.499626
37.865867,-122.499694
37.865931,-122.499763
37.865992,-122.499831
37.866042,-122.499895
37.866103,-122.499962
37.866165,-122.500028
37.866229,-122.500092
37.866284,-122.500155
37.866341,-122.500219
37.866399,-122.500284
37.86646,-122.500348
37.866518,-122.500408
37.866576,-122.500465
37.866629,-122.500519
37.866679,-122.500569
37.866721,-122.500611
37.866759,-122.500649
37.866792,-122.500682
37.866824,-122.500713
37.866856,-122.500742
37.866892,-122.500769
37.866932,-122.500801
37.86697,-122.500839
37.867008,-122.500881
37.867048,-122.50093
37.86709,-122.500979
37.867137,-122.501028
37.867186,-122.501079
37.867234,-122.501131
37.867285,-122.501183
37.867335,-122.501236
37.867382,-122.501289
37.867432,-122.501344
37.867484,-122.5014
37.867536,-122.501456
37.867588,-122.501513
37.86764,-122.501573
37.867692,-122.501633
37.867744,-122.501693
37.867801,-122.50175
37.86786,-122.501808
37.867914,-122.501869
37.867966,-122.501932
37.868017,-122.501995
37.868069,-122.502058
37.86812,-122.502115
37.868169,-122.502167
37.868215,-122.502214
37.868258,-122.502255
37.868299,-122.50229
37.868337,-122.502319
37.868372,-122.502343
37.868407,-122.502366
37.868437,-122.502394
37.868461,-122.502426
37.868484,-122.502457
37.868517,-122.502488
37.86856,-122.502511
37.868606,-122.502535
37.868655,-122.502562
37.868706,-122.502591
37.868755,-122.502624
37.868807,-122.502658
37.868858,-122.502694
37.868911,-122.502731
37.868964,-122.502768
37.869019,-122.502802
37.86907,-122.502834
37.869122,-122.502869
37.869177,-122.502905
37.869232,-122.50294
37.869287,-122.502976
37.869343,-122.503008
37.869399,-122.503041
37.869456,-122.503074
37.869515,-122.503105
37.869573,-122.503135
37.869631,-122.503164
37.869693,-122.503194
37.869754,-122.503222
37.869816,-122.503252
37.869879,-122.503282
37.869941,-122.503309
37.870004,-122.503335
37.870065,-122.503362
37.870129,-122.503387
37.870191,-122.503414
37.870247,-122.503441
37.870304,-122.503466
37.870357,-122.503488
37.870403,-122.503507
37.870453,-122.503527
37.8705,-122.503546
37.870544,-122.503566
37.870584,-122.503587
37.870611,-122.503598
37.870643,-122.503611
37.870678,-122.503623
37.87072,-122.503642
37.870766,-122.503666
37.870814,-122.50369
37.87086,-122.503713
37.870908,-122.503737
37.870958,-122.503758
37.871011,-122.503785
37.871064,-122.503816
37.871118,-122.503848
37.871174,-122.503885
37.871229,-122.503921
37.871285,-122.503959
37.87134,-122.503999
37.871397,-122.504043
37.871451,-122.504086
37.871503,-122.504129
37.871558,-122.504176
37.871609,-122.50423
37.871662,-122.504289
37.871714,-122.504342
37.871769,-122.504391
37.871822,-122.504441
37.871873,-122.504494
37.871924,-122.504548
37.871973,-122.504606
37.872025,-122.50466
37.872071,-122.504717
37.872114,-122.504773
37.87216,-122.504828
37.872201,-122.504883
37.872239,-122.504939
37.872274,-122.504994
37.87231,-122.505046
37.872347,-122.505097
37.872386,-122.505159
37.872424,-122.50522
37.872461,-122.505283
37.872501,-122.505345
37.87254,-122.505411
37.872579,-122.505475
37.87262,-122.505537
37.872658,-122.505598
37.872693,-122.505659
37.872725,-122.50571
37.872762,-122.505752
37.872801,-122.505788
37.872832,-122.505822
37.872864,-122.505866
37.872894,-122.50592
37.872927,-122.505985
37.87296,-122.506048
37.872995,-122.506113
37.873031,-122.506183
37.873065,-122.506251
37.873099,-122.506315
37.873135,-122.506377
37.873168,-122.506438
37.873199,-122.506499
37.873231,-122.506558
37.873268,-122.506617
37.873306,-122.506674
37.873345,-122.506729
37.87339,-122.506779
37.87343,-122.50683
37.873471,-122.506879
37.873513,-122.506929
37.873558,-122.50698
37.873603,-122.507034
37.873645,-122.507092
37.873688,-122.507153
37.87373,-122.507214
37.873772,-122.507277
37.873814,-122.50734
37.873857,-122.507401
37.873899,-122.507459
37.873943,-122.507514
37.873989,-122.507571
37.874037,-122.507631
37.874083,-122.507691
37.874127,-122.507749
37.874172,-122.507807
37.874217,-122.507865
37.874259,-122.507925
37.874303,-122.507983
37.874347,-122.508041
37.874391,-122.508098
37.874435,-122.508156
37.874479,-122.508214
37.874524,-122.508271
37.874568,-122.508328
37.874612,-122.508385
37.874656,-122.50844
37.8747,-122.508497
37.874743,-122.508554
37.874787,-122.50861
37.874832,-122.508667
37.874877,-122.508726
37.874922,-122.508783
37.874968,-122.508841
37.875013,-122.508898
37.875059,-122.508956
37.875105,-122.509014
37.87515,-122.509073
37.875194,-122.509132
37.875239,-122.509192
37.875283,-122.509252
37.875328,-122.509313
37.875374,-122.509375
37.875421,-122.509436
37.875468,-122.509497
37.875515,-122.509556
37.875561,-122.509616
37.875609,-122.509677
37.875657,-122.509738
37.875704,-122.509798
37.87575,-122.509859
37.875797,-122.509919
37.875845,-122.50998
37.875893,-122.510041
37.87594,-122.510103
37.875987,-122.510165
37.876033,-122.510226
37.87608,-122.510287
37.876128,-122.510348
37.876176,-122.51041
37.876224,-122.510472
37.87627,-122.510533
37.876316,-122.510594
37.876362,-122.510656
37.876406,-122.510717
37.87645,-122.510778
37.876494,-122.510838
37.876539,-122.510897
37.876586,-122.510956
37.876633,-122.511016
37.876679,-122.511075
37.876725,-122.511135
37.876771,-122.511196
37.876817,-122.511256
37.876865,-122.511316
37.876913,-122.511376
37.876961,-122.511438
37.877007,-122.5115
37.877053,-122.511561
37.8771,-122.511624
37.877147,-122.511686
37.877193,-122.511747
37.877238,-122.511809
37.877285,-122.51187
37.877332,-122.51193
37.877379,-122.511991
